Age_Months,Weight_kg,Breed,Milk_Yield_L_per_day,Health_Status,Disease,Body_Condition_Score,Location,Dry_Matter_Intake_kg_per_day,Energy_MJ_per_day,Crude_Protein_g_per_day,Calcium_g_per_day,Phosphorus_g_per_day,Recommended_Feed_Type
69,440,Local,7.6,Mild,Lumpy Skin Disease,2.9,Polonnaruwa,11.76,129.6,1059.0,75.8,33.7,Grass
34,254,Ayrshire,6.9,Mild,Mastitis,3.2,Kurunegala,7.04,79.3,642.0,44.1,28.8,Grass
80,436,Friesian,10.8,Healthy,None,3.0,Matale,11.98,135.5,1143.0,66.6,43.5,Grass
80,323,Local,17.7,Healthy,None,2.4,Badulla,9.85,112.9,865.0,44.4,28.6,Mixed
88,435,Friesian,14.1,Healthy,None,3.0,Anuradhapura,12.29,138.7,1191.0,68.5,47.9,Grass
100,519,Local,10.3,Mild,Lumpy Skin Disease,3.4,Monaragala,14.01,147.7,1297.0,76.5,45.2,Grass
73,353,Friesian,16.4,Healthy,None,2.5,Matale,10.47,120.8,908.0,52.3,32.2,Mixed
107,347,Jersey,11.1,Healthy,None,3.1,Matale,9.79,103.0,848.0,62.1,38.4,Grass
51,592,Friesian,10.6,Healthy,None,3.3,Polonnaruwa,15.86,171.7,1517.0,82.3,55.5,Grass
35,398,Ayrshire,13.4,Healthy,None,3.9,Puttalam,11.29,124.3,1037.0,57.0,38.1,Grass
50,427,Local,4.3,Mild,Foot Rot,2.9,Matale,11.11,119.7,961.0,60.1,40.0,Grass
43,582,Local,7.5,Mild,Mastitis,3.3,Matale,15.3,173.7,1401.0,98.5,63.3,Grass
73,376,Jersey,3.9,Mild,Foot Rot,3.2,Puttalam,9.79,111.9,945.0,58.0,37.6,Grass
103,378,Friesian,8.8,Healthy,None,2.6,Kurunegala,10.33,115.6,907.0,66.0,34.5,Grass
106,312,Friesian,4.8,Mild,Foot Rot,2.8,Badulla,8.28,91.6,747.0,44.3,30.2,Grass
78,465,Jersey,17.4,Healthy,None,3.0,Puttalam,13.37,147.2,1373.0,85.2,42.8,Mixed
85,435,Friesian,15.1,Healthy,None,3.8,Matale,12.38,139.5,1100.0,67.6,47.3,Mixed
24,296,Friesian,13.3,Healthy,None,2.7,Monaragala,8.73,102.9,885.0,47.9,25.4,Grass
25,597,Ayrshire,14.3,Mild,Foot Rot,2.7,Badulla,16.36,186.2,1432.0,73.9,58.2,Grass
76,331,Friesian,9.5,Severe,Mastitis,2.2,Badulla,9.22,106.1,932.0,53.2,33.2,Grass
53,430,Local,16.6,Healthy,None,2.8,Anuradhapura,12.41,135.2,1300.0,62.6,46.7,Mixed
22,298,Local,12.9,Healthy,None,2.5,Badulla,8.74,96.4,853.0,43.5,27.1,Grass
63,268,Jersey,14.2,Healthy,None,2.6,Kurunegala,8.12,93.0,752.0,41.8,30.4,Grass
53,257,Jersey,11.3,Healthy,None,3.4,Monaragala,7.56,84.2,690.0,46.9,29.2,Grass
54,283,Ayrshire,16.0,Mild,Mastitis,3.0,Polonnaruwa,8.68,92.7,787.0,44.2,33.5,Mixed
24,499,Ayrshire,3.2,Healthy,None,4.5,Anuradhapura,12.8,147.0,1279.0,63.0,51.4,Grass
83,277,Local,20.7,Healthy,None,3.4,Kurunegala,9.0,97.6,766.0,57.2,27.7,Mixed
97,256,Local,8.2,Healthy,None,2.9,Anuradhapura,7.22,82.1,639.0,42.3,27.3,Grass
34,500,Local,9.3,Healthy,None,3.6,Kurunegala,13.43,144.9,1259.0,69.7,45.9,Grass
74,315,Local,13.3,Healthy,None,2.6,Polonnaruwa,9.21,108.0,845.0,47.2,37.7,Grass
77,299,Jersey,9.6,Severe,Lumpy Skin Disease,3.6,Monaragala,8.44,93.3,775.0,49.5,30.5,Grass
116,545,Jersey,20.0,Healthy,None,3.8,Polonnaruwa,15.62,167.6,1549.0,96.3,64.8,Mixed
25,578,Friesian,15.8,Healthy,None,2.9,Puttalam,16.03,173.6,1636.0,92.5,57.7,Mixed
38,491,Ayrshire,0.0,Healthy,None,3.1,Monaragala,12.28,143.2,1243.0,66.9,38.1,Grass
90,285,Jersey,12.0,Healthy,None,3.1,Matale,8.32,93.9,714.0,44.9,24.6,Grass
32,325,Local,12.3,Healthy,None,2.3,Kurunegala,9.36,101.2,926.0,48.9,32.3,Grass
54,342,Friesian,14.8,Mild,Mastitis,3.3,Badulla,10.03,110.8,988.0,64.9,28.6,Grass
68,584,Ayrshire,15.4,Healthy,None,3.5,Polonnaruwa,16.14,170.4,1603.0,99.6,49.5,Mixed
45,450,Ayrshire,15.0,Healthy,None,2.8,Puttalam,12.75,137.4,1125.0,77.2,50.1,Grass
93,297,Ayrshire,11.6,Healthy,None,3.0,Puttalam,8.59,97.9,899.0,50.8,31.6,Grass
98,326,Jersey,12.5,Severe,Lumpy Skin Disease,3.5,Kurunegala,9.4,103.6,893.0,48.3,32.4,Grass
98,509,Local,15.2,Severe,Lumpy Skin Disease,4.0,Matale,14.25,162.0,1242.0,81.3,44.3,Mixed
114,440,Jersey,23.0,Healthy,None,3.0,Badulla,13.3,140.4,1142.0,61.4,45.1,Concentrate
35,425,Local,0.0,Healthy,None,3.6,Matale,10.62,118.1,997.0,54.8,35.7,Grass
70,311,Local,9.3,Healthy,None,2.6,Polonnaruwa,8.71,98.9,908.0,50.6,27.3,Grass
120,465,Jersey,10.0,Healthy,None,2.8,Monaragala,12.62,144.2,1280.0,65.7,49.3,Grass
103,461,Ayrshire,15.1,Severe,Mastitis,2.2,Puttalam,13.04,142.6,1304.0,77.8,42.6,Mixed
58,503,Jersey,6.6,Healthy,None,3.2,Monaragala,13.24,156.0,1143.0,85.8,43.9,Grass
111,505,Local,15.1,Healthy,None,3.3,Puttalam,14.13,155.5,1400.0,79.6,57.6,Mixed
59,460,Friesian,8.1,Healthy,None,2.5,Anuradhapura,12.31,144.1,1273.0,78.0,38.4,Grass
75,411,Jersey,9.5,Healthy,None,3.1,Kurunegala,11.22,130.1,1119.0,62.1,41.4,Grass
19,538,Jersey,19.4,Healthy,None,2.0,Puttalam,15.39,179.3,1409.0,91.8,50.4,Mixed
93,574,Ayrshire,10.9,Mild,Mastitis,2.3,Polonnaruwa,15.44,171.2,1353.0,84.4,52.2,Grass
26,395,Jersey,3.7,Severe,Lumpy Skin Disease,3.5,Kurunegala,10.24,110.4,908.0,63.4,29.3,Grass
46,499,Jersey,14.7,Healthy,None,3.2,Badulla,13.95,156.6,1220.0,80.1,43.0,Grass
114,326,Ayrshire,16.6,Mild,Foot Rot,2.8,Kurunegala,9.81,105.4,864.0,56.1,32.5,Mixed
109,594,Ayrshire,9.8,Healthy,None,4.1,Badulla,15.83,184.7,1522.0,72.0,62.2,Grass
100,591,Ayrshire,10.8,Healthy,None,3.4,Badulla,15.86,167.7,1521.0,88.5,49.1,Grass
55,505,Local,12.0,Healthy,None,2.1,Polonnaruwa,13.82,156.3,1189.0,89.2,48.5,Grass
56,454,Local,1.8,Severe,Lumpy Skin Disease,2.7,Monaragala,11.53,130.2,1139.0,57.0,47.3,Grass
18,598,Ayrshire,17.3,Healthy,None,3.4,Badulla,16.68,184.0,1471.0,97.8,55.0,Mixed
20,521,Ayrshire,16.6,Healthy,None,2.5,Monaragala,14.69,157.7,1480.0,78.7,52.9,Mixed
41,443,Local,20.1,Healthy,None,2.5,Puttalam,13.09,151.9,1168.0,82.8,39.3,Mixed
112,331,Local,13.1,Healthy,None,3.0,Monaragala,9.59,112.5,953.0,60.1,39.2,Grass
109,560,Jersey,11.1,Healthy,None,3.7,Badulla,15.11,159.7,1490.0,82.1,46.4,Grass
105,373,Ayrshire,8.5,Healthy,None,2.3,Polonnaruwa,10.18,118.5,1064.0,54.3,30.0,Grass
30,402,Local,12.1,Healthy,None,2.8,Monaragala,11.26,118.9,1042.0,62.2,34.2,Grass
88,447,Local,28.9,Severe,Foot Rot,3.3,Polonnaruwa,14.07,165.4,1272.0,70.4,57.0,Concentrate
20,375,Ayrshire,10.0,Healthy,None,2.5,Anuradhapura,10.38,121.9,1011.0,53.4,40.7,Grass
103,403,Ayrshire,2.6,Healthy,None,2.5,Kurunegala,10.34,116.1,991.0,60.9,32.4,Grass
87,376,Friesian,12.6,Healthy,None,3.7,Monaragala,10.66,120.0,947.0,58.0,38.6,Grass
35,580,Jersey,17.6,Healthy,None,3.1,Matale,16.26,181.2,1697.0,81.2,67.6,Mixed
18,296,Jersey,10.4,Healthy,None,3.1,Polonnaruwa,8.44,97.4,730.0,41.6,29.6,Grass
41,265,Friesian,9.4,Healthy,None,3.9,Anuradhapura,7.57,81.9,659.0,36.4,22.0,Grass
49,452,Jersey,11.1,Mild,Lumpy Skin Disease,3.0,Kurunegala,12.41,142.7,1202.0,60.2,37.7,Grass
41,375,Friesian,0.9,Healthy,None,2.9,Matale,9.46,110.6,896.0,43.2,28.0,Grass
62,559,Friesian,16.2,Mild,Mastitis,2.5,Matale,15.6,165.8,1567.0,85.4,50.7,Mixed
107,257,Friesian,8.2,Mild,Foot Rot,3.4,Puttalam,7.25,77.1,701.0,47.1,27.9,Grass
66,425,Jersey,4.6,Mild,Mastitis,3.5,Anuradhapura,11.09,130.0,1131.0,61.7,35.0,Grass
118,511,Local,9.3,Healthy,None,2.8,Matale,13.71,160.2,1251.0,81.4,44.2,Grass
32,308,Local,6.4,Severe,Mastitis,3.2,Anuradhapura,8.34,97.3,824.0,45.1,24.9,Grass
86,345,Friesian,24.3,Mild,Mastitis,3.4,Kurunegala,11.05,116.7,992.0,71.6,42.1,Concentrate
87,353,Ayrshire,7.7,Healthy,None,3.6,Puttalam,9.6,107.9,838.0,59.3,29.1,Grass
103,598,Friesian,10.4,Healthy,None,3.7,Kurunegala,15.99,185.8,1638.0,78.8,50.7,Grass
87,369,Jersey,16.0,Mild,Lumpy Skin Disease,1.5,Monaragala,10.82,116.2,1017.0,52.2,32.5,Mixed
23,333,Friesian,7.0,Healthy,None,3.5,Matale,9.03,96.0,852.0,46.9,29.0,Grass
113,360,Jersey,12.8,Mild,Lumpy Skin Disease,2.5,Matale,10.28,117.0,895.0,61.8,34.6,Grass
32,307,Local,8.8,Severe,Lumpy Skin Disease,2.0,Matale,8.56,98.7,855.0,45.6,25.6,Grass
18,341,Ayrshire,11.6,Healthy,None,4.1,Puttalam,9.69,104.1,901.0,48.6,29.4,Grass
47,258,Jersey,16.0,Healthy,None,4.1,Polonnaruwa,8.05,91.0,732.0,44.0,31.6,Mixed
44,578,Friesian,16.4,Healthy,None,3.5,Polonnaruwa,16.09,183.0,1484.0,78.8,58.8,Mixed
117,288,Friesian,21.9,Mild,Mastitis,3.2,Polonnaruwa,9.39,104.1,948.0,42.3,29.7,Mixed
38,530,Ayrshire,11.1,Healthy,None,3.5,Puttalam,14.36,159.9,1238.0,87.1,50.3,Grass
75,562,Local,19.3,Healthy,None,2.8,Puttalam,15.98,167.9,1568.0,79.2,45.3,Mixed
68,389,Ayrshire,8.4,Mild,Lumpy Skin Disease,3.1,Kurunegala,10.57,123.8,948.0,54.5,42.9,Grass
81,333,Local,16.2,Healthy,None,3.4,Matale,9.95,112.8,1041.0,49.6,38.0,Mixed
41,539,Friesian,4.9,Healthy,None,4.0,Kurunegala,13.97,159.2,1441.0,66.5,46.2,Grass
114,330,Friesian,8.8,Mild,Lumpy Skin Disease,2.9,Kurunegala,9.13,96.2,940.0,56.6,32.4,Grass
97,555,Friesian,7.5,Healthy,None,4.3,Puttalam,14.62,156.9,1255.0,75.0,42.3,Grass
99,389,Local,13.2,Mild,Foot Rot,2.6,Monaragala,11.05,117.3,950.0,58.4,39.3,Grass
74,540,Local,16.3,Severe,Foot Rot,3.4,Monaragala,15.13,166.8,1345.0,88.0,45.8,Mixed
119,380,Friesian,11.1,Healthy,None,3.4,Kurunegala,10.61,120.5,907.0,61.2,37.8,Grass
49,527,Friesian,7.9,Healthy,None,2.8,Monaragala,13.96,163.2,1214.0,83.8,55.6,Grass
60,458,Local,1.9,Mild,Lumpy Skin Disease,2.3,Anuradhapura,11.64,129.3,1086.0,54.0,46.6,Grass
52,539,Local,21.0,Mild,Mastitis,3.8,Polonnaruwa,15.58,173.4,1501.0,94.7,53.4,Mixed
60,288,Local,12.3,Mild,Lumpy Skin Disease,3.8,Matale,8.43,96.8,723.0,52.8,31.5,Grass
18,378,Ayrshire,11.2,Severe,Lumpy Skin Disease,2.9,Polonnaruwa,10.57,117.2,1083.0,56.9,39.3,Grass
42,326,Friesian,12.3,Healthy,None,2.9,Matale,9.38,102.8,908.0,55.1,33.3,Grass
90,534,Local,10.9,Mild,Lumpy Skin Disease,3.6,Matale,14.44,164.9,1371.0,93.2,59.8,Grass
95,347,Jersey,12.8,Healthy,None,3.4,Badulla,9.96,109.0,941.0,58.5,28.1,Grass
50,265,Jersey,17.2,Healthy,None,3.2,Polonnaruwa,8.35,92.0,781.0,49.5,32.7,Mixed
116,446,Ayrshire,7.1,Healthy,None,2.3,Polonnaruwa,11.86,128.6,1169.0,59.3,42.5,Grass
110,451,Ayrshire,12.7,Healthy,None,2.9,Puttalam,12.54,135.6,1085.0,74.8,42.4,Grass
69,335,Jersey,12.4,Healthy,None,3.0,Polonnaruwa,9.62,105.2,1006.0,47.6,30.1,Grass
18,449,Jersey,24.9,Healthy,None,2.3,Kurunegala,13.72,145.9,1283.0,68.5,53.4,Concentrate
51,318,Friesian,2.1,Healthy,None,3.2,Monaragala,8.16,93.0,735.0,48.0,26.8,Grass
71,358,Local,10.1,Healthy,None,3.2,Polonnaruwa,9.96,115.8,957.0,48.4,30.9,Grass
76,266,Ayrshire,14.9,Healthy,None,3.6,Badulla,8.14,89.3,822.0,38.5,33.1,Grass
57,354,Ayrshire,4.5,Mild,Mastitis,2.7,Polonnaruwa,9.3,98.7,810.0,48.2,37.6,Grass
55,540,Ayrshire,14.1,Healthy,None,3.4,Badulla,14.91,162.2,1496.0,69.5,53.3,Grass
56,341,Ayrshire,23.0,Healthy,None,3.5,Kurunegala,10.83,120.8,1115.0,50.4,39.8,Concentrate
70,389,Local,11.7,Healthy,None,2.6,Matale,10.9,116.9,981.0,57.5,33.2,Grass
82,476,Jersey,9.2,Healthy,None,2.7,Matale,12.82,146.8,1173.0,74.4,47.1,Grass
81,441,Friesian,15.3,Healthy,None,3.1,Polonnaruwa,12.55,145.7,1082.0,64.4,37.2,Mixed
101,288,Jersey,5.4,Mild,Lumpy Skin Disease,2.8,Polonnaruwa,7.74,90.2,685.0,45.5,24.2,Grass
77,535,Jersey,16.4,Healthy,None,3.2,Anuradhapura,15.02,172.2,1576.0,68.4,52.6,Mixed
50,457,Ayrshire,14.8,Severe,Mastitis,3.2,Anuradhapura,12.91,148.0,1236.0,75.7,53.8,Grass
57,355,Friesian,20.1,Severe,Foot Rot,3.1,Badulla,10.88,115.2,983.0,58.0,36.9,Mixed
113,552,Local,10.1,Healthy,None,2.5,Badulla,14.81,156.0,1498.0,84.3,50.0,Grass
75,408,Friesian,13.2,Mild,Mastitis,1.8,Badulla,11.52,132.9,1163.0,63.8,40.2,Grass
98,268,Local,11.1,Healthy,None,2.9,Matale,7.81,86.3,797.0,39.3,22.8,Grass
19,302,Friesian,5.2,Severe,Lumpy Skin Disease,2.5,Kurunegala,8.07,84.8,803.0,39.4,27.3,Grass
50,276,Jersey,16.0,Severe,Lumpy Skin Disease,3.1,Monaragala,8.5,91.1,880.0,48.8,28.7,Mixed
83,366,Jersey,12.5,Healthy,None,3.2,Badulla,10.4,111.5,999.0,65.3,33.0,Grass
96,530,Ayrshire,12.5,Healthy,None,3.6,Matale,14.5,152.9,1367.0,76.7,48.3,Grass
99,481,Ayrshire,12.6,Healthy,None,2.3,Polonnaruwa,13.29,155.6,1302.0,67.4,42.4,Grass
35,381,Local,20.2,Healthy,None,3.2,Matale,11.54,128.3,1175.0,55.8,43.7,Mixed
72,284,Ayrshire,9.1,Healthy,None,2.4,Badulla,8.01,85.9,794.0,49.6,30.7,Grass
94,389,Local,14.0,Severe,Foot Rot,2.9,Badulla,11.13,123.7,1043.0,70.0,45.2,Grass
115,561,Jersey,19.9,Healthy,None,2.8,Monaragala,16.02,168.8,1462.0,87.4,55.4,Mixed
94,578,Jersey,7.8,Healthy,None,3.4,Polonnaruwa,15.23,168.5,1437.0,90.5,44.8,Grass
93,361,Ayrshire,16.6,Mild,Foot Rot,3.1,Matale,10.69,113.7,910.0,54.1,42.6,Mixed
25,371,Ayrshire,15.4,Severe,Lumpy Skin Disease,3.0,Badulla,10.82,124.0,1109.0,60.2,41.9,Mixed
70,566,Local,13.2,Healthy,None,3.6,Puttalam,15.47,162.7,1506.0,76.2,50.0,Grass
68,258,Local,15.1,Healthy,None,2.9,Anuradhapura,7.96,84.4,704.0,36.7,27.9,Mixed
67,334,Jersey,18.8,Healthy,None,1.8,Monaragala,10.23,118.6,928.0,48.2,29.0,Mixed
34,392,Ayrshire,22.3,Healthy,None,2.1,Polonnaruwa,12.03,127.3,1107.0,73.1,44.3,Concentrate
69,441,Jersey,8.9,Healthy,None,3.0,Badulla,11.92,137.6,1166.0,64.9,40.9,Grass
93,419,Friesian,11.3,Mild,Foot Rot,3.5,Polonnaruwa,11.61,135.4,1201.0,73.8,45.1,Grass
76,364,Local,6.7,Mild,Lumpy Skin Disease,3.1,Badulla,9.77,109.7,977.0,58.2,37.3,Grass
37,419,Friesian,9.1,Healthy,None,3.1,Puttalam,11.39,133.6,1182.0,68.2,45.1,Grass
76,553,Friesian,11.7,Healthy,None,3.0,Puttalam,15.0,167.1,1372.0,72.6,45.3,Grass
93,574,Jersey,9.3,Healthy,None,2.7,Anuradhapura,15.28,171.6,1531.0,99.1,49.8,Grass
44,569,Local,13.4,Healthy,None,3.5,Anuradhapura,15.57,177.2,1506.0,99.2,57.0,Grass
25,364,Ayrshire,9.0,Healthy,None,2.6,Matale,10.0,110.7,862.0,50.2,29.3,Grass
109,292,Jersey,15.1,Healthy,None,3.0,Monaragala,8.81,97.3,879.0,47.9,28.6,Mixed
106,528,Ayrshire,16.2,Healthy,None,2.5,Badulla,14.82,174.7,1460.0,84.7,51.5,Mixed
49,420,Jersey,3.1,Healthy,None,2.7,Kurunegala,10.81,119.4,986.0,64.3,41.6,Grass
52,280,Ayrshire,8.2,Healthy,None,3.0,Kurunegala,7.82,86.2,703.0,39.3,26.4,Grass
85,556,Local,8.8,Healthy,None,3.4,Polonnaruwa,14.78,158.8,1299.0,71.8,49.3,Grass
95,346,Jersey,10.6,Mild,Mastitis,3.1,Monaragala,9.71,105.6,964.0,55.6,33.7,Grass
67,274,Jersey,12.8,Healthy,None,3.1,Polonnaruwa,8.13,94.1,822.0,40.3,28.5,Grass
55,394,Friesian,11.9,Healthy,None,3.3,Badulla,11.04,120.2,1031.0,67.4,37.6,Grass
41,596,Friesian,8.0,Healthy,None,3.7,Kurunegala,15.7,183.6,1362.0,85.4,56.1,Grass
111,331,Friesian,10.8,Healthy,None,2.3,Puttalam,9.36,101.2,873.0,55.7,35.7,Grass
81,484,Local,12.9,Healthy,None,2.6,Polonnaruwa,13.39,155.4,1230.0,85.8,44.6,Grass
62,402,Ayrshire,15.3,Healthy,None,4.1,Polonnaruwa,11.58,122.5,1042.0,74.4,34.2,Mixed
107,378,Jersey,8.1,Healthy,None,3.2,Matale,10.26,117.6,895.0,64.7,30.7,Grass
44,543,Ayrshire,3.2,Healthy,None,3.2,Anuradhapura,13.9,150.2,1195.0,79.7,53.5,Grass
106,377,Jersey,7.6,Mild,Mastitis,2.7,Badulla,10.19,109.7,1004.0,65.9,33.0,Grass
84,411,Ayrshire,6.5,Mild,Mastitis,3.4,Monaragala,10.93,121.4,960.0,54.7,37.2,Grass
119,466,Friesian,17.0,Healthy,None,3.0,Monaragala,13.35,145.1,1163.0,77.0,39.7,Mixed
56,406,Local,7.7,Healthy,None,3.8,Matale,10.92,116.2,1133.0,70.5,45.2,Grass
49,380,Jersey,8.2,Healthy,None,1.9,Matale,10.32,120.1,1061.0,55.8,29.7,Grass
54,277,Local,14.3,Healthy,None,2.4,Anuradhapura,8.36,96.7,864.0,43.4,31.2,Grass
47,434,Jersey,16.9,Healthy,None,2.8,Matale,12.54,144.2,1106.0,70.1,44.5,Mixed
116,536,Friesian,15.0,Healthy,None,3.7,Matale,14.9,173.7,1481.0,95.5,48.0,Grass
63,292,Local,6.0,Mild,Lumpy Skin Disease,2.7,Polonnaruwa,7.9,89.4,682.0,46.7,28.6,Grass
68,586,Ayrshire,11.6,Severe,Lumpy Skin Disease,3.8,Kurunegala,15.81,171.2,1445.0,78.7,57.2,Grass
51,287,Ayrshire,8.7,Healthy,None,2.7,Puttalam,8.04,93.5,841.0,50.3,30.8,Grass
81,525,Ayrshire,14.4,Healthy,None,2.7,Monaragala,14.56,162.2,1240.0,67.5,52.8,Grass
80,556,Ayrshire,12.8,Mild,Mastitis,2.2,Matale,15.18,177.0,1382.0,82.0,43.4,Grass
104,366,Local,23.1,Healthy,None,2.3,Matale,11.46,131.6,1193.0,72.3,44.0,Concentrate
107,264,Friesian,10.4,Mild,Lumpy Skin Disease,3.0,Badulla,7.64,86.8,720.0,48.1,21.7,Grass
81,373,Ayrshire,21.6,Mild,Lumpy Skin Disease,2.3,Polonnaruwa,11.49,121.3,1034.0,61.2,35.7,Mixed
19,499,Jersey,21.9,Mild,Foot Rot,3.4,Anuradhapura,14.67,155.7,1507.0,76.3,47.7,Mixed
80,426,Ayrshire,14.1,Healthy,None,2.5,Anuradhapura,12.06,137.9,1197.0,70.3,37.2,Grass
115,537,Local,14.9,Healthy,None,2.6,Kurunegala,14.92,174.1,1369.0,69.8,49.2,Grass
72,450,Friesian,18.3,Healthy,None,2.5,Badulla,13.08,150.0,1141.0,67.4,51.9,Mixed
71,291,Local,11.4,Healthy,None,2.7,Puttalam,8.42,99.2,866.0,54.4,30.2,Grass
113,372,Local,7.1,Healthy,None,3.4,Badulla,10.01,113.4,919.0,62.7,32.4,Grass
70,309,Friesian,14.7,Healthy,None,3.6,Polonnaruwa,9.2,103.6,858.0,44.9,27.5,Grass
27,511,Jersey,3.1,Healthy,None,3.5,Badulla,13.09,147.8,1130.0,62.3,54.0,Grass
108,469,Local,24.5,Mild,Lumpy Skin Disease,2.8,Matale,14.18,159.2,1421.0,88.7,51.2,Concentrate
56,519,Local,21.5,Healthy,None,2.9,Kurunegala,15.13,175.1,1476.0,98.1,58.0,Mixed
91,467,Jersey,5.1,Healthy,None,2.8,Matale,12.19,130.6,1189.0,61.2,37.6,Grass
41,342,Ayrshire,17.2,Mild,Foot Rot,2.6,Anuradhapura,10.27,108.9,924.0,51.0,42.3,Mixed
79,394,Local,9.0,Healthy,None,3.3,Kurunegala,10.75,122.9,916.0,58.9,33.2,Grass
114,560,Friesian,12.0,Healthy,None,3.3,Kurunegala,15.2,169.5,1421.0,82.6,57.1,Grass
85,435,Ayrshire,13.2,Healthy,None,3.2,Puttalam,12.2,134.3,1139.0,58.6,37.5,Grass
42,428,Local,9.8,Healthy,None,3.1,Badulla,11.68,132.4,1075.0,63.2,39.1,Grass
55,335,Ayrshire,7.4,Mild,Mastitis,3.6,Anuradhapura,9.12,105.2,936.0,56.3,34.6,Grass
113,331,Local,8.8,Healthy,None,3.6,Puttalam,9.16,98.8,802.0,55.3,27.9,Grass
56,445,Jersey,10.8,Mild,Lumpy Skin Disease,3.1,Kurunegala,12.21,130.2,1215.0,74.2,48.5,Grass
32,535,Jersey,9.5,Healthy,None,2.5,Monaragala,14.32,154.9,1497.0,64.5,57.0,Grass
104,548,Ayrshire,3.3,Healthy,None,2.5,Anuradhapura,14.03,165.3,1464.0,81.7,50.3,Grass
101,590,Friesian,10.4,Mild,Mastitis,3.1,Monaragala,15.79,179.3,1394.0,95.1,54.5,Grass
95,265,Jersey,17.1,Healthy,None,2.8,Matale,8.34,92.2,774.0,44.1,31.8,Mixed
56,495,Jersey,7.6,Healthy,None,2.3,Matale,13.13,149.0,1158.0,84.1,42.8,Grass
53,422,Friesian,14.4,Healthy,None,3.7,Badulla,11.99,141.1,1137.0,55.1,36.5,Grass
94,392,Friesian,18.3,Mild,Lumpy Skin Disease,3.4,Kurunegala,11.63,127.6,1069.0,68.3,43.4,Mixed
102,352,Jersey,15.2,Mild,Foot Rot,3.8,Puttalam,10.32,113.0,1052.0,55.7,38.8,Mixed
75,300,Ayrshire,13.7,Healthy,None,3.3,Matale,8.87,102.4,893.0,44.3,29.4,Grass
76,534,Friesian,10.4,Healthy,None,2.3,Polonnaruwa,14.39,152.3,1425.0,87.0,46.9,Grass
97,399,Friesian,8.6,Healthy,None,3.0,Matale,10.84,116.1,1078.0,69.5,34.0,Grass
39,252,Friesian,12.3,Healthy,None,4.0,Kurunegala,7.53,81.8,710.0,41.4,23.9,Grass
49,454,Friesian,12.4,Healthy,None,3.6,Anuradhapura,12.59,138.0,1174.0,65.4,44.2,Grass
35,448,Friesian,9.8,Mild,Foot Rot,2.8,Kurunegala,12.18,133.1,1101.0,77.4,45.5,Grass
34,538,Ayrshire,5.4,Healthy,None,2.6,Monaragala,13.99,151.7,1407.0,68.3,55.9,Grass
50,413,Local,14.6,Healthy,None,3.0,Anuradhapura,11.79,136.2,1099.0,62.4,44.9,Grass
87,524,Local,16.7,Healthy,None,3.1,Badulla,14.77,161.6,1485.0,94.7,60.3,Mixed
92,296,Ayrshire,10.2,Healthy,None,4.1,Anuradhapura,8.42,96.3,841.0,46.6,25.2,Grass
90,583,Ayrshire,11.5,Severe,Foot Rot,3.6,Monaragala,15.73,180.6,1458.0,71.3,46.6,Grass
54,294,Jersey,10.0,Healthy,None,3.4,Anuradhapura,8.35,88.0,774.0,47.0,27.2,Grass
70,267,Local,16.6,Healthy,None,3.1,Monaragala,8.34,98.4,782.0,37.5,25.0,Mixed
46,574,Jersey,0.2,Healthy,None,3.0,Matale,14.37,161.1,1493.0,69.2,55.5,Grass
97,468,Local,18.2,Mild,Lumpy Skin Disease,3.3,Puttalam,13.52,159.2,1269.0,86.4,41.6,Mixed
46,401,Ayrshire,14.2,Healthy,None,2.1,Badulla,11.45,134.9,1059.0,61.2,32.1,Grass
30,546,Friesian,8.4,Healthy,None,3.2,Monaragala,14.49,164.6,1326.0,88.5,57.6,Grass
42,551,Local,14.1,Healthy,None,3.6,Anuradhapura,15.19,160.2,1370.0,93.2,46.8,Grass
27,450,Ayrshire,11.3,Mild,Mastitis,3.2,Matale,12.38,139.5,1236.0,64.2,51.8,Grass
101,522,Local,12.1,Mild,Mastitis,2.5,Puttalam,14.26,163.1,1226.0,74.3,59.3,Grass
86,313,Friesian,0.7,Mild,Lumpy Skin Disease,3.2,Puttalam,7.9,85.1,686.0,50.8,31.0,Grass
71,315,Ayrshire,12.9,Healthy,None,2.7,Polonnaruwa,9.16,102.1,872.0,42.1,26.1,Grass
84,276,Ayrshire,3.9,Healthy,None,3.3,Monaragala,7.29,77.4,662.0,34.6,23.6,Grass
77,256,Friesian,10.7,Healthy,None,3.3,Puttalam,7.47,87.3,735.0,48.0,30.6,Grass
44,515,Ayrshire,21.3,Healthy,None,1.9,Puttalam,15.01,166.2,1503.0,74.5,48.5,Mixed
54,374,Local,8.5,Mild,Mastitis,2.9,Kurunegala,10.2,118.0,997.0,46.6,37.2,Grass
44,304,Ayrshire,19.3,Severe,Lumpy Skin Disease,2.2,Kurunegala,9.53,106.2,910.0,45.6,29.4,Mixed
62,400,Jersey,21.7,Severe,Foot Rot,3.1,Kurunegala,12.17,137.9,1194.0,72.0,40.2,Mixed
31,294,Friesian,11.5,Healthy,None,2.9,Anuradhapura,8.5,93.2,774.0,51.0,30.7,Grass
102,545,Ayrshire,9.8,Healthy,None,3.5,Matale,14.61,156.9,1407.0,83.9,56.0,Grass
22,599,Jersey,6.7,Mild,Mastitis,3.2,Puttalam,15.65,169.3,1500.0,84.4,53.0,Grass
